POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA2050,3,19,13,3,0,5,47,0,17,0,9,0,0,28,0,65,0,8,0,0,76,0,40,0,21,0,0,60,3,6,6,8,0,0,24,41,32,10,11,0,0,95,159,142,145,166,97,8,711,127,3,29,3,6,0,169,284,0,43,0,0,0,322,521,0,64,0,3,0,590,288,0,34,0,0,0,319,134,0,21,0,0,0,157,66,0,14,0,0,0,79,81,0,26,0,0,0,108,21,10,18,4,0,5,59,1721,335,430,222,112,22,2845
POA2052,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,3,6,0,0,14,3,3,4,3,0,0,12,40,15,43,60,31,4,201,23,7,19,19,8,0,76,11,0,3,0,3,0,16,6,0,7,3,0,0,16,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,3,11,103,42,89,91,56,7,380
POA2060,6,3,38,4,10,23,79,0,6,0,0,0,0,10,4,16,3,7,0,0,35,3,8,4,3,0,0,23,4,3,15,0,0,0,29,22,3,16,0,7,0,41,76,0,24,0,4,3,107,398,0,83,0,11,0,500,552,0,89,0,3,0,645,553,0,69,0,3,0,625,380,0,35,0,3,0,421,247,0,35,0,4,0,289,156,0,20,0,0,3,178,259,0,51,0,0,0,309,43,0,19,9,4,3,82,2705,48,511,32,40,38,3373
POA2061,0,19,18,0,4,7,48,0,11,0,0,0,0,11,0,137,0,0,0,0,141,0,16,3,0,0,0,25,3,8,4,0,0,0,11,3,4,10,0,0,0,10,14,0,12,0,0,0,25,128,5,24,0,0,0,153,194,0,40,0,0,0,233,245,0,33,0,0,0,270,202,0,26,0,0,0,230,110,0,21,0,0,0,130,112,0,14,0,0,0,118,207,0,48,0,3,0,255,22,13,7,3,0,0,47,1223,215,254,4,9,13,1717
POA2062,0,4,11,0,0,10,26,0,5,0,0,0,0,5,3,19,3,0,0,0,29,3,3,3,0,0,0,9,0,3,3,0,0,0,3,3,0,7,0,0,0,10,19,0,13,0,0,0,35,103,0,36,0,0,0,142,204,0,55,0,0,0,260,259,0,39,0,0,0,298,134,0,21,0,0,0,151,94,0,11,0,0,0,109,52,0,8,0,0,0,68,92,0,18,0,0,0,111,20,0,8,3,0,0,30,972,35,246,5,6,13,1289
POA2063,0,0,14,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,6,12,0,5,0,0,0,20,46,0,14,0,0,0,56,34,0,12,0,3,0,54,32,0,7,0,0,0,33,12,0,3,0,0,0,18,23,0,8,0,0,0,29,90,0,33,0,0,0,127,6,0,10,0,0,0,14,265,3,106,0,9,10,392
POA2064,0,13,14,0,3,10,41,0,6,0,0,0,0,6,0,90,8,0,0,0,100,3,27,0,3,0,0,35,3,5,3,0,0,0,19,6,9,5,3,0,0,21,11,7,9,0,0,0,34,77,5,19,0,0,0,100,471,7,55,0,3,0,532,545,0,42,0,0,0,589,115,0,17,0,0,0,138,42,0,6,0,0,0,48,31,0,0,0,0,0,28,46,0,7,0,0,0,56,6,10,8,0,0,0,28,1363,181,202,12,6,16,1780
POA2065,13,11,52,3,3,34,115,4,10,0,0,0,0,13,5,93,10,0,0,0,103,8,20,16,5,0,0,47,9,4,17,0,3,0,35,26,0,21,3,9,0,58,71,3,47,4,3,0,129,488,6,114,4,3,0,613,1163,0,155,0,0,0,1322,1150,0,150,0,3,0,1310,715,0,94,0,5,0,814,415,0,43,0,4,3,467,277,0,45,0,4,0,321,366,0,66,0,8,0,442,74,4,36,28,11,4,156,4777,166,868,45,58,45,5951
POA2066,10,7,44,17,4,33,108,0,14,6,20,0,0,36,5,82,7,10,0,0,113,5,20,10,11,0,0,56,10,8,11,3,4,0,40,10,0,13,3,5,0,43,64,3,38,3,6,0,111,429,5,82,6,15,0,538,1113,5,127,3,12,3,1260,614,3,66,0,4,0,688,311,0,39,0,8,0,356,177,0,29,0,0,0,204,103,0,18,0,0,0,124,197,0,40,0,0,0,232,51,3,17,5,3,3,87,3090,161,547,92,58,44,3997
POA2067,7,0,76,4,12,34,138,0,5,0,0,3,0,7,7,17,8,3,0,0,43,11,14,18,18,4,0,63,3,4,15,8,0,0,36,10,3,20,0,5,0,43,40,5,26,4,12,0,87,210,5,47,11,6,0,278,705,5,84,0,6,0,803,837,4,112,0,13,0,965,492,0,59,0,5,3,561,416,0,56,0,7,0,480,200,0,24,0,9,3,235,329,0,41,0,8,0,381,73,5,47,4,12,7,146,3337,68,639,58,106,52,4257
POA2068,0,3,25,3,0,14,52,0,4,0,0,0,0,4,0,21,5,0,0,0,30,0,5,4,3,0,0,12,3,3,11,0,0,0,19,6,0,6,0,0,0,11,37,3,12,0,3,0,54,73,3,20,0,0,0,101,191,0,36,3,3,0,230,151,0,32,0,0,0,184,110,0,17,0,0,0,131,95,0,16,0,0,0,107,89,0,16,0,0,0,102,195,0,29,0,4,0,229,21,7,6,3,3,0,37,967,50,237,8,14,16,1304
POA2069,3,0,22,0,4,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,9,6,0,8,0,0,0,13,4,0,7,3,0,0,16,36,0,9,3,0,0,53,109,0,19,0,3,0,133,103,0,17,0,0,0,128,96,0,14,0,0,0,108,42,0,9,0,0,0,54,41,0,9,0,0,0,48,149,0,36,0,0,0,190,12,3,12,3,0,4,33,615,4,170,12,15,23,836
POA2070,0,0,30,3,3,12,42,0,0,3,9,3,3,19,0,0,4,14,0,0,15,3,0,4,5,0,0,11,3,0,6,0,4,0,13,3,0,9,0,9,0,17,21,0,3,0,9,0,34,38,0,18,3,17,0,78,136,0,23,0,0,0,158,90,0,21,0,0,0,116,76,0,12,0,0,0,88,62,0,4,0,0,0,73,53,0,7,0,0,0,60,192,0,22,0,0,0,216,11,0,16,3,7,0,34,690,4,178,41,56,15,983
POA2071,3,0,29,0,3,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,3,0,0,0,3,3,0,3,0,0,0,8,5,0,3,0,5,0,13,16,0,10,0,3,0,30,146,0,10,0,0,0,156,134,0,13,0,0,0,145,130,0,18,0,0,0,149,54,0,10,0,0,0,69,66,0,13,0,0,0,79,164,0,23,0,3,0,193,15,0,13,0,0,3,29,733,0,150,9,22,16,921
POA2072,0,0,14,0,0,10,22,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,10,3,0,7,0,0,0,12,27,0,12,0,0,0,42,120,0,10,0,0,0,132,102,0,12,0,0,0,115,131,0,24,0,0,0,149,80,0,9,0,0,0,92,43,0,9,0,0,0,48,82,0,23,0,0,0,97,16,0,10,0,0,0,24,597,0,136,0,5,12,752
POA2073,3,0,24,0,3,10,35,0,0,0,3,0,0,9,0,0,4,3,0,0,13,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,3,0,0,0,4,10,0,11,0,0,0,17,11,0,11,0,0,0,22,81,0,13,0,0,0,91,119,0,8,0,0,0,128,98,0,13,0,0,0,120,63,0,13,0,0,0,75,56,0,5,0,0,0,66,140,0,25,0,0,0,167,7,0,5,6,3,0,26,589,5,151,18,8,13,782
POA2074,0,0,15,6,3,18,43,0,0,0,0,0,0,5,0,8,3,14,0,0,24,0,0,5,9,3,0,21,0,0,3,11,0,0,16,4,0,10,3,0,0,14,6,0,5,3,6,0,17,37,0,21,0,0,0,62,124,0,38,0,0,0,166,195,0,29,0,0,0,225,96,0,15,0,3,0,110,85,0,12,0,0,0,100,55,0,4,0,0,0,57,158,0,29,0,0,0,190,9,0,15,10,3,0,33,769,14,210,61,21,18,1092
POA2075,0,0,19,3,0,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,9,0,0,0,11,4,0,8,0,0,0,14,50,0,12,0,4,0,67,171,0,27,0,3,0,200,130,0,16,0,0,0,147,85,0,13,0,3,0,101,78,0,15,0,0,0,96,188,0,35,0,0,0,226,18,0,19,0,0,3,39,732,0,177,6,15,28,966
POA2076,0,3,31,3,12,15,64,0,7,0,4,0,0,15,3,45,3,15,0,0,67,0,20,3,21,0,0,46,0,6,11,8,0,0,24,3,4,5,4,4,0,20,18,3,25,10,8,3,58,53,6,32,3,3,0,100,132,0,29,3,3,0,170,194,0,24,7,8,0,235,133,0,22,3,0,0,160,77,0,7,0,0,0,90,42,0,8,0,0,0,54,114,0,21,0,0,0,139,10,3,13,7,11,10,51,788,100,233,84,50,31,1285
POA2077,8,13,58,3,3,35,117,0,14,3,9,0,0,25,8,145,16,20,0,0,192,8,57,22,24,0,0,111,10,23,28,12,3,0,82,34,24,29,14,3,0,97,139,14,67,11,3,0,238,849,12,163,11,8,3,1051,1667,8,214,7,15,6,1915,637,7,84,0,6,0,731,182,0,23,0,6,0,216,67,0,8,0,0,0,74,33,0,7,0,0,0,37,15,0,3,0,0,0,19,51,26,36,4,5,3,135,3700,346,767,111,55,57,5037
POA2079,0,0,4,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,8,10,0,12,0,0,0,20,16,0,13,0,0,0,34,52,3,13,0,0,0,64,66,0,7,0,0,0,73,37,0,11,0,0,0,42,15,0,0,0,0,0,16,3,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,4,0,0,0,9,207,7,81,0,0,6,301
POA2080,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,3,0,0,0,12,8,0,4,0,0,0,12,5,0,4,0,0,0,11,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,9,29,0,0,0,80
POA2081,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,6,7,0,10,0,0,0,18,35,0,15,0,0,0,50,49,0,8,0,0,0,55,20,0,5,0,0,0,28,7,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,5,134,3,53,0,6,4,197
POA2082,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,0,0,0,9,3,0,11,0,0,0,20,30,0,15,0,0,0,48,56,0,12,0,0,0,70,26,0,4,0,0,0,33,6,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,8,134,0,59,0,0,0,202
POA2083,0,0,8,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,0,0,11,12,0,4,0,0,0,11,6,0,5,0,3,0,22,14,0,13,0,0,0,20,14,0,6,0,0,0,21,10,0,3,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,3,50,0,3,3,119
POA2084,0,0,5,0,3,8,17,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,11,0,0,3,0,0,0,4,3,0,5,0,0,0,9,8,0,11,0,0,0,18,8,0,5,0,0,0,12,16,0,3,0,0,0,17,10,0,0,0,0,0,12,22,0,8,0,0,0,26,0,0,3,0,0,0,10,62,0,62,0,18,8,149
POA2085,0,0,11,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5,4,0,11,0,0,0,12,0,0,3,0,0,0,8,13,0,11,0,0,0,20,24,0,7,0,0,0,38,38,0,3,0,0,0,47,53,0,6,0,0,0,58,81,0,7,0,0,0,85,4,0,5,0,0,0,10,221,0,70,5,7,13,307
POA2086,0,3,8,19,3,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,17,0,4,0,23,10,0,9,0,3,0,15,7,0,14,0,0,0,23,25,0,12,0,0,0,36,42,0,28,0,0,0,68,83,0,21,0,0,0,104,64,0,18,0,0,0,74,95,0,13,0,0,0,108,6,0,8,0,0,0,18,333,9,149,25,13,12,533
POA2087,0,3,16,3,0,11,30,0,3,0,5,0,0,10,0,43,0,14,0,3,60,0,3,3,6,0,0,16,0,3,4,5,0,0,12,0,0,5,9,0,0,15,3,0,5,0,0,0,13,12,3,12,0,0,0,36,26,0,21,0,0,0,46,54,0,19,0,0,0,75,63,0,14,0,0,0,76,78,0,9,0,0,0,89,72,0,14,0,0,0,89,74,0,13,0,0,0,90,3,3,12,4,0,0,21,388,68,157,50,4,19,676
POA2088,7,0,50,3,3,44,102,0,0,0,3,0,0,7,0,21,10,3,0,0,39,0,7,6,18,0,0,36,9,0,13,9,0,0,32,12,3,16,0,3,0,36,45,3,24,0,0,3,75,463,0,101,0,0,4,569,658,0,115,0,0,0,775,536,0,72,0,3,0,615,292,0,55,0,0,0,352,204,0,42,0,0,0,249,145,0,31,0,0,0,171,499,0,124,0,3,0,626,47,0,38,5,6,6,96,2914,41,698,48,22,60,3779
POA2089,3,0,35,0,0,13,54,0,0,3,0,0,0,0,3,0,4,0,0,0,10,6,9,3,3,0,0,22,7,0,6,0,0,0,15,13,0,11,0,4,0,30,49,0,28,0,0,0,80,375,0,80,0,3,3,462,524,0,82,0,0,6,613,482,0,60,0,4,0,543,327,0,45,0,0,0,375,177,0,24,0,0,0,206,102,0,14,0,0,0,110,159,0,29,0,3,0,189,26,0,9,0,0,0,41,2251,16,435,10,17,27,2755
POA2090,0,0,27,0,3,19,54,0,3,0,0,0,0,3,0,16,3,0,0,0,26,3,5,7,3,0,0,18,8,0,9,0,0,0,14,20,3,13,0,0,0,30,48,0,26,0,0,0,80,224,0,53,0,3,0,277,454,0,77,0,7,0,537,526,0,60,0,0,0,590,365,0,45,0,0,0,410,195,0,32,0,0,0,227,91,0,15,0,0,0,108,184,0,41,0,3,0,230,27,8,12,0,0,3,46,2148,33,427,7,11,25,2650
POA2092,0,3,4,0,0,7,13,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,12,0,0,0,0,11,0,0,0,0,0,0,3,0,3,0,0,3,0,9,0,7,4,0,8,0,21,3,3,5,0,3,0,16,17,0,5,0,0,0,20,11,0,7,0,0,0,19,27,0,4,0,0,0,32,26,0,4,0,0,0,30,17,0,6,0,0,0,25,102,0,27,0,0,0,127,4,0,0,0,0,0,9,216,42,69,3,21,6,362
POA2093,3,4,27,0,0,17,60,0,4,0,0,0,0,8,0,44,0,0,0,0,49,0,21,8,3,3,0,28,0,5,10,0,0,0,21,10,13,10,0,0,0,36,26,4,22,0,0,0,55,174,4,47,3,3,0,232,428,0,77,0,0,0,514,310,0,55,0,0,0,365,177,0,26,0,0,0,202,103,0,27,0,0,0,126,80,0,12,0,0,0,93,235,0,53,0,0,0,286,17,8,21,3,3,0,56,1572,116,400,12,17,21,2136
POA2094,0,0,11,0,0,7,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,0,0,0,8,7,0,9,0,0,0,13,35,0,11,0,0,3,51,108,0,19,0,0,0,121,131,0,20,0,0,0,150,92,0,25,0,3,0,118,67,0,11,0,0,0,77,44,0,3,0,0,0,50,106,0,21,0,0,0,124,12,0,5,0,0,0,20,605,4,141,3,3,10,770
POA2095,0,10,36,0,3,18,76,0,0,0,0,0,0,9,3,90,8,7,0,0,103,17,15,3,14,4,0,56,10,8,6,6,0,0,29,17,5,16,7,0,0,35,29,3,21,0,0,0,56,141,8,49,0,3,0,192,349,0,94,0,0,3,445,435,0,97,0,4,0,534,400,0,97,4,0,0,507,298,0,73,0,0,0,371,220,0,45,0,0,0,266,444,0,113,0,3,0,556,48,11,17,0,0,7,85,2409,150,663,45,23,31,3323
POA2096,3,0,20,0,0,16,36,0,3,0,0,0,0,3,0,32,0,3,0,0,37,4,0,4,4,0,0,14,3,0,9,0,0,0,9,9,0,9,0,3,0,23,30,0,18,0,3,0,53,161,0,55,0,3,0,224,421,0,88,0,8,3,516,397,0,89,0,3,0,490,184,0,43,0,0,0,231,96,0,22,0,0,0,122,68,0,12,0,0,0,77,144,0,32,0,0,0,178,14,0,5,0,0,3,34,1539,41,402,8,21,29,2030
POA2097,0,0,11,0,3,17,31,0,0,0,4,0,0,4,3,0,4,5,0,0,16,0,0,5,4,0,0,11,3,0,9,0,0,0,12,8,3,4,0,0,0,17,10,0,10,0,3,0,27,77,0,34,0,0,0,105,215,0,50,0,0,3,272,164,0,33,0,0,0,193,97,0,17,0,0,0,117,70,0,24,0,0,0,93,55,0,11,0,0,0,61,95,0,12,0,0,0,108,17,0,3,3,5,0,29,820,6,224,23,15,18,1098
POA2099,10,23,51,3,8,33,132,0,28,7,4,0,0,38,5,204,12,10,0,4,236,9,69,12,8,5,0,104,8,34,13,0,0,0,59,15,27,34,10,13,0,98,82,20,59,3,12,0,168,571,19,154,4,14,4,766,1295,9,222,0,15,7,1555,757,6,99,0,8,3,871,367,12,55,0,3,0,436,200,3,37,0,3,0,242,106,0,27,0,0,0,134,176,0,29,0,0,0,211,55,34,35,7,6,3,142,3658,497,837,53,84,58,5187
POA2100,0,4,21,3,0,19,50,0,3,8,44,7,7,60,0,54,0,0,0,0,63,0,7,4,25,3,4,50,0,3,11,15,0,0,26,0,9,16,3,0,0,26,17,0,22,5,3,0,43,93,0,35,5,3,0,139,127,0,56,0,4,0,191,164,0,33,0,7,0,200,112,0,21,0,3,0,141,117,0,30,0,0,0,147,79,0,16,0,0,0,95,108,0,18,0,0,0,123,12,5,14,3,5,0,38,841,86,307,99,32,32,1390
POA2101,3,0,29,3,3,21,61,0,3,0,5,3,0,17,3,21,9,36,6,6,77,3,0,7,9,0,0,26,5,3,6,10,8,0,35,4,5,12,17,11,0,44,20,3,31,3,3,0,62,146,3,67,4,3,0,225,281,7,89,0,3,0,377,267,0,53,0,0,0,319,177,0,34,0,0,0,210,109,0,35,0,3,0,145,54,0,19,0,3,0,71,87,0,22,0,0,0,114,20,3,19,4,11,10,74,1185,48,419,99,59,41,1843
POA2102,0,0,11,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,10,7,0,17,0,0,0,22,23,0,12,0,0,0,39,30,0,15,0,0,0,51,111,0,22,0,4,0,138,48,0,7,0,0,0,58,24,0,3,0,0,0,28,57,0,4,0,0,0,62,4,0,4,5,0,0,17,308,0,108,13,12,6,439
POA2103,0,0,13,0,0,8,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,10,3,0,3,15,0,0,25,8,0,9,0,0,0,16,50,0,23,0,3,0,78,128,0,41,0,0,0,169,114,0,38,0,4,0,160,54,0,24,0,0,0,82,65,0,16,0,0,0,75,41,0,15,0,0,0,63,71,0,8,0,0,0,82,13,0,9,0,0,0,26,557,4,214,25,9,6,819
POA2104,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,13,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,0,7,3,0,3,0,0,0,4,4,0,3,0,0,0,9,3,0,0,0,0,0,6,8,0,0,0,0,0,5,3,0,0,0,0,0,3,21,0,5,0,0,0,23,0,0,0,6,0,0,10,40,0,22,23,7,5,97
POA2105,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,3,0,9,12,0,8,0,0,0,16,3,0,7,0,0,0,6,3,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,8,0,0,0,0,0,0,0,35,0,25,0,4,0,67
POA2106,3,0,13,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,3,0,0,0,3,3,0,6,0,0,0,10,20,0,16,0,0,0,35,91,0,23,0,0,0,121,114,0,37,0,0,0,160,72,0,20,0,3,0,101,57,0,18,0,0,0,72,51,0,4,0,0,0,59,27,0,9,0,0,0,36,66,0,15,0,0,0,81,16,0,4,0,3,0,19,521,0,190,3,10,4,724
POA2107,0,0,11,0,0,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,5,0,0,0,5,3,0,8,0,0,0,11,12,0,12,0,0,0,27,35,0,19,0,0,0,59,80,0,22,0,3,0,107,45,0,28,0,0,0,75,56,0,20,0,0,0,77,68,0,15,0,0,0,86,43,0,12,0,3,0,57,118,0,24,0,0,0,137,3,0,8,0,0,0,10,464,0,199,3,5,19,693
POA2108,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,4,0,3,0,0,0,9,7,0,3,0,0,0,13,4,0,4,0,0,0,13,12,0,8,0,0,0,21,11,0,3,0,0,0,8,10,0,3,0,0,0,16,20,0,7,0,0,0,29,3,0,0,0,0,0,3,80,0,36,0,0,3,119
POA2109,0,0,3,0,5,3,14,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,3,13,0,0,20,0,0,4,0,0,0,3,8,0,3,4,0,0,16,0,0,4,14,0,0,19,14,0,7,10,5,0,41,245,0,24,0,3,0,276,69,0,12,0,5,0,79,74,0,3,0,0,0,79,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,0,20,426,0,74,58,18,7,583
POA2110,3,9,14,0,0,7,38,0,6,0,0,0,0,11,0,83,0,0,0,0,82,0,23,4,0,0,0,29,0,7,3,0,0,0,13,0,12,3,0,8,0,18,13,3,9,0,0,0,26,54,3,13,0,4,0,76,76,0,19,6,0,0,98,64,0,6,0,0,0,74,43,0,6,0,0,0,51,29,0,3,0,0,0,29,31,0,6,0,0,0,33,77,0,19,0,0,0,100,4,10,10,3,3,0,30,385,154,119,9,18,8,697
POA2111,3,13,28,0,3,13,65,0,17,0,0,0,0,17,3,156,4,8,0,0,166,7,43,3,11,0,0,57,4,15,5,0,0,0,26,11,9,10,0,8,0,34,77,5,15,0,0,0,97,427,3,47,0,0,0,476,275,3,32,0,0,0,306,190,0,16,0,0,0,204,113,0,15,0,0,0,127,64,0,11,0,0,0,73,35,0,11,0,0,0,42,58,0,12,0,0,0,68,18,21,20,4,3,0,65,1271,288,231,21,18,18,1841
